_id,title,link,source,bias_reason,factual,mudslinging,omission of source,opinion statements presented as fact,sensationalism,spin,factual_true,mudslinging_true,omission of source_true,opinion statements presented as fact_true,sensationalism_true,spin_true
66bc85069e0f86e8a9f0577a,Google marks Pakistan's Independence Day with mango art-inspired doodle,https://www.geo.tv/latest/559136-google-marks-pakistans-independence-day-with-mango-art-inspired-doodle,GEO,"The article presents neutral reporting of Google's Independence Day doodle for Pakistan. It contains no subjective claims, sensationalism, or other bias indicators. The information is objective and verifiable.",1,0,0,0,0,0,,,,,,
66bc85069e0f86e8a9f0577b,"Nation celebrates Independence Day with zeal, fervour",https://www.geo.tv/latest/559127-nation-celebrates-independence-day-with-zeal-fervour,GEO,"The article reports on Independence Day celebrations in a neutral and objective manner, presenting factual information without subjective opinions or bias indicators.  It describes events and quotes the President without using sensational language or engaging in personal attacks.",1,0,0,0,0,0,,,,,,
66bca1389e0f86e8a9f0577e,"President Zardari confers national awards on 104 Pakistanis, foreigners on Independence Day",https://www.geo.tv/latest/559191-president-zardari-confers-national-awards-on-104-pakistanis-foreigners-on-independence-day,GEO,"The article presents factual information about President Zardari conferring national awards on Independence Day.  It names the recipients and awards, and doesn't exhibit any of the bias types listed in the instructions.",1,0,0,0,0,0,,,,,,
66bca1389e0f86e8a9f0577f,Monsoon rains: NDMA warns of urban flooding in KP from today till Aug 18,https://www.geo.tv/latest/559178-monsoon-rains-ndma-warns-of-urban-flooding-in-kp-from-today-till-aug-18,GEO,"The article reports on a warning issued by the NDMA regarding potential urban flooding in KP.  It presents information objectively, citing the NDMA as the source and including details about the warning.  There is no evidence of spin, sensationalism, mudslinging, or omission of source. The language used is neutral and descriptive.  The article does not present opinions as facts.",1,0,0,0,0,0,,,,,,
66bcaf549e0f86e8a9f05781,Good news on power prices coming soon: PM Shehbaz,https://www.geo.tv/latest/559156-good-news-of-power-price-reduction-soon-pm-shehbaz,GEO,"The article mentions the Prime Minister's statement about good news on power prices but lacks specific details, sources, or evidence to support this claim.  It's unclear what the 'good news' entails, and no supporting documentation or links are provided. The article relies on a single source, the PM's speech, without providing further context or evidence to verify the claim.",0,0,1,0,0,0,,,,,,
66bcb48763bf3cc81f9a38df,"Child dead, 95 injured due to aerial firing in Karachi on eve of Independence Day",https://www.dawn.com/news/1852242/child-dead-95-injured-due-to-aerial-firing-in-karachi-on-eve-of-independence-day,DAWN,"The article reports on a tragic incident in a neutral and objective manner.  It presents factual information from multiple sources, including hospital officials and police statements, providing specific details such as the number of injured, ages of victims, locations of incidents, and arrests made.  The reporting does not employ sensational language, subjective opinions, or unsupported claims.  The article maintains a balanced perspective by presenting verifiable data and avoiding personal attacks or biased interpretations.",1,0,0,0,0,0,,,,,,
66bcb48763bf3cc81f9a38e0,"President Zardari announces national awards for 104 Pakistanis, foreigners on Independence Day",https://www.dawn.com/news/1852231/president-zardari-announces-national-awards-for-104-pakistanis-foreigners-on-independence-day,DAWN,"The article presents a factual account of President Zardari announcing national awards for 104 Pakistanis and foreigners. It lists the awardees, their fields of achievement, and the awards they received.  The information is presented objectively, with specific details and attribution to the Associated Press of Pakistan (APP). There are no subjective opinions, exaggerated language, or unsupported claims. The article maintains a neutral tone and reports the facts without bias.",1,0,0,0,0,0,,,,,,
66bcb48763bf3cc81f9a38e1,No spectators to be allowed at 2nd Pak-Bangladesh Test due to National Stadium renovation: PCB,https://www.dawn.com/news/1852245/no-spectators-to-be-allowed-at-2nd-pak-bangladesh-test-due-to-national-stadium-renovation-pcb,DAWN,"The article presents objective information regarding the Pakistan Cricket Board's decision to hold the second Test match between Pakistan and Bangladesh without spectators due to stadium renovations.  It provides verifiable facts such as the dates of the match, the reason for the spectator ban, and the PCB's statement.  The article does not employ subjective language, sensationalism, or any other indicators of bias.",1,0,0,0,0,0,,,,,,
66bcb48763bf3cc81f9a38e2,National leaders pledge economic stability as Pakistan turns 77,https://www.dawn.com/news/1852204/national-leaders-pledge-economic-stability-as-pakistan-turns-77,DAWN,"The article presents a factual account of Pakistan's Independence Day celebrations, including statements from national leaders focusing on economic stability and unity.  It reports events objectively, attributes quotes to specific sources, and maintains a neutral tone throughout. There is no evidence of spin, sensationalism, mudslinging, or omission of sources.",1,0,0,0,0,0,,,,,,
66bcb48763bf3cc81f9a38e3,Army chief General Asim Munir sees foreign hand in ‘digital terrorism’,https://www.dawn.com/news/1852174/army-chief-general-asim-munir-sees-foreign-hand-in-digital-terrorism,DAWN,"The article presents the army chief's statements as facts without providing sufficient evidence or context.  The labeling of critics as engaging in ""digital terrorism"" and the accusations against the BYC as a ""proxy of terrorist organizations"" are examples of mudslinging, as they are personal attacks and lack specific evidence.  While the article quotes the army chief, it does not offer counterarguments or alternative perspectives, amplifying the biased statements.",0,1,0,1,0,0,,,,,,
66bcb48763bf3cc81f9a38e4,Ex-minister Ali Durrani launches bid to unite opposition,https://www.dawn.com/news/1852179/ex-minister-ali-durrani-launches-bid-to-unite-opposition,DAWN,"The article presents a balanced account of the meeting between opposition leaders, quoting multiple participants and providing context to the event.  It reports on the stated goals of the meeting and avoids subjective language, focusing on verifiable facts and direct quotes.  There is no evidence of spin, sensationalism, mudslinging, or omission of source. The article objectively describes the political situation and the efforts of the ex-minister to unite the opposition.",1,0,0,0,0,0,,,,,,
66bcb48763bf3cc81f9a38e5,Roadmap being prepared to resolve all Balochistan issues through talks: Dar,https://www.dawn.com/news/1852177/roadmap-being-prepared-to-resolve-all-balochistan-issues-through-talks-dar,DAWN,"The article presents a balanced account of a meeting between Deputy Prime Minister Ishaq Dar and Balochistan Chief Minister Sarfraz Bugti, focusing on discussions regarding development and security in Balochistan.  It includes direct quotes from both officials and cites specific initiatives, such as scholarship programs.  The article maintains an objective tone and avoids subjective language or claims. It also attributes information to named sources (e.g., Dar, Bugti), providing verifiable information.",1,0,0,0,0,0,,,,,,
66bcb48763bf3cc81f9a38e6,Indian forces kill man who strayed across border,https://www.dawn.com/news/1852182/indian-forces-kill-man-who-strayed-across-border,DAWN,"The article mentions claims made by the BSF without providing direct quotes or detailed evidence to support their version of events.  The article mentions ""sources"" but does not specify who these sources are, hindering verification of the claims. While the article reports on the lack of agreement between the BSF and Pakistan Rangers, it does not offer further information to independently confirm what happened.",0,0,1,0,0,0,,,,,,
66bcb48763bf3cc81f9a38e7,Low-cost electricity must to give citizens relief: PM,https://www.dawn.com/news/1852170/low-cost-electricity-must-to-give-citizens-relief-pm,DAWN,"The article presents a factual report of the Prime Minister's statements and economic reform plans. It cites sources such as high-powered task forces and the IMF, and includes specific data and proposals.  There is no evidence of spin, sensationalism, mudslinging, omission of source, or opinion presented as fact.",1,0,0,0,0,0,,,,,,
66bcb48763bf3cc81f9a38e8,Citizens throng Karachi’s streets to celebrate August 14,https://www.dawn.com/news/1852122/citizens-throng-karachis-streets-to-celebrate-august-14,DAWN,"The article presents a factual account of Independence Day celebrations in Karachi, reporting on events organized by various groups and individuals. It uses neutral language and attributes information to specific sources, such as the Sindh Governor's spokesman and political parties.  There is no evidence of spin, opinion presented as fact, sensationalism, mudslinging, or omission of sources.",1,0,0,0,0,0,,,,,,
66bcb48763bf3cc81f9a38e9,"Shots fired at Dawood varsity VC’s car in Orangi Town, Karachi",https://www.dawn.com/news/1852121/shots-fired-at-dawood-varsity-vcs-car-in-orangi-town-karachi,DAWN,"The article reports on an event in a neutral and objective manner. It presents facts such as the location, time, and individuals involved. The police's statement is included without any subjective interpretation or spin.  There's no sensational language, unsupported claims, or personal attacks.  The article attributes information to credible sources like the SSP-West. The headline accurately reflects the content.",1,0,0,0,0,0,,,,,,
66bcb48763bf3cc81f9a38ea,Four FC men martyred in South Waziristan attack,https://www.dawn.com/news/1852169/four-fc-men-martyred-in-south-waziristan-attack,DAWN,"The article reports on multiple attacks, providing details such as locations, casualties, and official statements.  It attributes information to specific sources like 'sources told Dawn,' 'Residents and police officials told Dawn,' and a 'spokesman for the Balochistan Police’s Counter Terrorism Department.' The reporting is largely objective, presenting facts without overt emotional language or subjective interpretations.",1,0,0,0,0,0,,,,,,
66bcb48763bf3cc81f9a38eb,"With no headway in talks, Torkham stays shut",https://www.dawn.com/news/1852178/with-no-headway-in-talks-torkham-stays-shut,DAWN,"The article presents a balanced account of the border closure between Pakistan and Afghanistan, citing sources from both sides. It reports on the lack of progress in talks, the postponement of meetings, and the resulting suspension of trade and pedestrian movement.  While it mentions claims of casualties from both sides, it avoids taking sides and presents these claims as unverified or contested. The article relies on factual reporting and quotes officials from both countries, maintaining objectivity throughout.",1,0,0,0,0,0,,,,,,
66bcb48763bf3cc81f9a38ec,"Three killed, 10 injured in Quetta attacks",https://www.dawn.com/news/1852181/three-killed-10-injured-in-quetta-attacks,DAWN,"The article reports on the attacks in a neutral and objective manner. It provides factual details, such as the number of casualties, locations of the attacks, and quotes from officials.  The language used is descriptive and avoids sensationalism or subjective opinions. The article attributes information to credible sources, including police and hospital officials.",1,0,0,0,0,0,,,,,,
66bcb48763bf3cc81f9a38ed,Lahore ATC refuses to hear plea on evidence against Imran,https://www.dawn.com/news/1852180/lahore-atc-refuses-to-hear-plea-on-evidence-against-imran,DAWN,"The article presents a neutral account of the legal proceedings, reporting on the judge's decision and the prosecution's request for a forensic audit. It does not contain subjective opinions, sensational language, or unsupported claims. The article cites the Lahore High Court's decision and accurately reflects the legal status of the case.  It uses objective language and attributes information to sources like the public prosecutor, investigating officers, and the court's decision. There are no indications of spin, sensationalism, mudslinging, omission of source, or opinion presented as fact.",1,0,0,0,0,0,,,,,,
66bcb48763bf3cc81f9a38ee,Man jailed in Hyderabad for 25 years in blasphemy case,https://www.dawn.com/news/1852113/man-jailed-in-hyderabad-for-25-years-in-blasphemy-case,DAWN,"The article reports on a court case involving a blasphemy charge, presenting the facts of the case, the sentence, and the legal basis for the decision.  It quotes the state counsel and mentions the witnesses.  The article uses neutral language and does not show any signs of bias, sensationalism, or opinion presented as fact.",1,0,0,0,0,0,,,,,,
66bcb48763bf3cc81f9a38ef,National identity and national security,https://www.dawn.com/news/1852207/national-identity-and-national-security,DAWN,"The article objectively discusses the relationship between national identity and national security in Pakistan, providing historical context, different perspectives, and an analysis of various factors influencing both concepts.  It presents multiple viewpoints on the formation and nature of Pakistani national identity without taking a strong stance. The author cites sources and offers evidence-based arguments. The article maintains a balanced tone and avoids sensationalism, spin, or personal attacks.",1,0,0,0,0,0,,,,,,
66bcb48763bf3cc81f9a38f0,Punjab cabinet approves solar energy systems for life-line consumers,https://www.dawn.com/news/1852107/punjab-cabinet-approves-solar-energy-systems-for-life-line-consumers,DAWN,"The article mentions that a video of Sardar Sher Ali Gorchani went viral, showing him allegedly manipulating a bidding process.  However, it doesn't provide a link to the video or specify where it was published.  It also states that a show-cause notice was announced but that neither a probe committee was formed nor a notice issued.  The lack of sources for these key claims makes it difficult to verify the information provided.",0,0,1,0,0,0,,,,,,
66bcedd963bf3cc81f9a38f5,NCOC to meet tomorrow for strategy formulation amid rising global monkeypox cases,https://www.dawn.com/news/1852269/ncoc-to-meet-tomorrow-for-strategy-formulation-amid-rising-global-monkeypox-cases,DAWN,"The article presents objective information about the NCOC meeting to discuss the rising global monkeypox cases.  It cites official sources such as the WHO and NCOC officials, providing verifiable details about the virus, its transmission, symptoms, and the measures being taken. The language is neutral and avoids subjective opinions or sensationalism.  The article also mentions the renaming of the disease to reduce stigma, demonstrating awareness of the sensitive nature of the topic.",1,0,0,0,0,0,,,,,,
66bcfbeb63bf3cc81f9a38f7,NCOC to meet tomorrow as mpox declared global public health emergency 2nd time in two years,https://www.dawn.com/news/1852269/ncoc-to-meet-tomorrow-as-mpox-declared-global-public-health-emergency-2nd-time-in-two-years,DAWN,"The article presents objective information about the WHO declaring mpox a global public health emergency, including details about the outbreak, transmission, symptoms, and the NCOC's response.  It cites credible sources such as the WHO and Africa CDC, providing factual data on case numbers and geographical spread.  The article avoids subjective language, sensationalism, or opinion statements, focusing on relaying verifiable information and expert opinions. The reporting is evidence-based and attributes information appropriately.",1,0,0,0,0,0,,,,,,
66bd0272a14730105ae9ac68,Pakistan High Commission celebrates Independence Day in New Delhi,https://www.geo.tv/latest/559224-pakistan-high-commission-celebrates-independence-day-in-new-delhi,GEO,"The provided text is a factual news report describing the Pakistan High Commission's Independence Day celebrations in New Delhi. It presents objective information, including the Chargé d' Affaires' actions and the date of the event, without any subjective language or bias.",1,0,0,0,0,0,,,,,,
66bd0272a14730105ae9ac69,Transferred Adiala Jail deputy superintendent 'arrested for aiding' Imran Khan,https://www.geo.tv/latest/559232-transferred-adiala-jail-deputy-superintendent-arrested-for-aiding-imran-khan,GEO,"The article claims that a deputy superintendent was ""arrested for aiding"" Imran Khan and that the suspect ""conveyed Imran Khan's message outside prison facility secretly.""  However, it lacks specific sources to support these claims.  The mention of AFP and a picture do not validate the core assertions of arrest and secret message conveyance.  Without verifiable sources, the claims remain unsubstantiated.",0,0,1,0,0,0,,,,,,
66bd0272a14730105ae9ac6a,In pictures: Pakistan celebrates 77 years of freedom with enthusiasm,https://www.geo.tv/latest/559218-in-pictures-pakistan-celebrates-77-years-of-freedom-with-enthusiasm,GEO,"The article presents a factual account of Pakistan's Independence Day celebrations, using neutral language and providing factual information about events without any apparent bias.",1,0,0,0,0,0,,,,,,
66bd0272a14730105ae9ac6b,August 14: Aerial firing leaves 95 people injured in Karachi,https://www.geo.tv/latest/559135-august-14-aerial-firing-leaves-70-people-injured-in-karachi,GEO,"The article reports on injuries sustained during Independence Day celebrations in Karachi, providing factual details such as the number of injured, age groups affected, and locations.  It does not employ sensational language or subjective opinions. The information is presented neutrally without bias.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0808,Adiala Jail's ex-deputy superintendent 'nabbed for facilitating Imran Khan',https://www.thenews.com.pk/latest/1219860-adiala-jails-ex-deputy-superintendent-nabbed-for-facilitating-imran-khan,THE NEWS INTERNATIONAL,"The article presents factual information about the arrest of Adiala Jail's former deputy superintendent, Muhammad Akram, for allegedly facilitating Imran Khan.  It cites sources and does not employ subjective language, sensationalism, or other forms of bias.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0809,President confers national awards on 104 personalities on Independence Day,https://www.thenews.com.pk/latest/1219812-president-confers-national-awards-on-104-personalities-on-independence-day,THE NEWS INTERNATIONAL,"The article presents factual information about the President conferring national awards, without exhibiting any signs of bias such as spin, opinion presented as fact, sensationalism, mudslinging, or omission of source.  The reporting is objective and neutral.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae080a,NDMA issues flash flooding alert for KP due to monsoon rains,https://www.thenews.com.pk/latest/1219787-ndma-issues-flash-flooding-alert-for-kp-due-to-monsoon-rains,THE NEWS INTERNATIONAL,"The article presents objective information about a flash flooding alert issued by the NDMA for KP due to monsoon rains.  It includes factual details like the date and location of rescue operations, and attributes the information to a credible source (NDMA). There is no evidence of spin, opinion presented as fact, sensationalism, mudslinging, or omission of source.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae080b,Champions Trophy 2025: Mohsin Naqvi greenlights venues' design,https://www.thenews.com.pk/latest/1219761-champions-trophy-2025-mohsin-naqvi-greenlights-venues-design,THE NEWS INTERNATIONAL,"The article presents objective information about the approval of stadium designs for the Champions Trophy 2025. It uses neutral language and cites the source of the information (PCB Chairman Mohsin Naqvi).  There are no indications of spin, opinion presented as fact, sensationalism, mudslinging, or omission of source.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae080c,Nation to receive 'good news' regarding power bills soon: PM,https://www.thenews.com.pk/latest/1219763-nation-to-receive-good-news-regarding-power-bills-soon-pm,THE NEWS INTERNATIONAL,"The statement ""good news regarding a reduction in exorbitant power bills"" is vague and lacks specific details.  It uses optimistic language (""good news"") without providing concrete evidence of an actual reduction or the extent of any potential decrease. This creates an expectation of positive change without offering verifiable information, characteristic of spin.",0,0,0,0,0,1,,,,,,
66bd18ebdd9b75b8f8ae080d,"Display of patriotism: 1,200 students form human flag in Pakpattan",https://www.thenews.com.pk/latest/1219754-display-of-patriotism-1200-students-form-human-flag-in-pakpattan,THE NEWS INTERNATIONAL,"The article presents a factual report of an event, using neutral language and providing verifiable information.  There is no evidence of spin, opinion presented as fact, sensationalism, mudslinging, or omission of source.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae080e,Independence Day celebratory gunfire injures 95 people in Karachi,https://www.thenews.com.pk/latest/1219750-independence-day-celebrations-injure-70-people-in-karachi,THE NEWS INTERNATIONAL,"The article reports on injuries sustained during Independence Day celebrations due to celebratory gunfire. It cites a credible source, Geo News, and provides specific details such as the number of injuries and the source of the information.  The reporting is objective and neutral, presenting facts without subjective language or opinions. There are no indications of spin, sensationalism, mudslinging, or omission of sources.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae080f,Google displays creative mango doodle for Pakistan's Independence Day,https://www.thenews.com.pk/latest/1219748-google-displays-creative-mango-doodle-for-pakistans-independence-day,THE NEWS INTERNATIONAL,"The article presents factual information about Google's Independence Day Doodle for Pakistan. It objectively describes the doodle's design elements and its purpose, without subjective opinions or bias.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0810,Pakistan celebrates 77 years of independence,https://www.thenews.com.pk/latest/1219738-pakistan-celebrates-77-years-of-independence,THE NEWS INTERNATIONAL,"The text presents a factual account of Pakistan's Independence Day celebrations, offering descriptive details without exhibiting any signs of bias.  It objectively reports the event using neutral language and avoids subjective opinions or sensationalism.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0811,Four soldiers martyred in KP's South Waziristan: ISPR,https://www.thenews.com.pk/latest/1219732-four-soldiers-martyred-in-kps-south-waziristan-ispr,THE NEWS INTERNATIONAL,"The text presents factual information about the death of four soldiers and six terrorists in a gun battle.  It attributes the information to ISPR, a credible source, and does not employ subjective language, sensationalism, or any other forms of bias.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0812,Negative forces can't break people-army bond: COAS,https://www.thenews.com.pk/latest/1219599-live-army-chief-gen-asim-munir-addressing-azadi-parade,THE NEWS INTERNATIONAL,"The provided text is a factual news report. It objectively describes an event, quoting the speaker without adding subjective commentary or emotional language.  There is no evidence of spin, sensationalism, mudslinging, omission of source, or opinion presented as fact.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0813,CM Gandapur backs trial of former ISI chief if any wrongdoing committed,https://www.thenews.com.pk/latest/1219586-cm-gandapur-backs-trial-of-former-isi-chief-if-any-wrongdoing-committed,THE NEWS INTERNATIONAL,"The article presents factual information about CM Gandapur's statement regarding the trial of former ISI chief.  It does not display any signs of spin, opinion presented as fact, sensationalism, mudslinging, or omission of source.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0814,PM Shehbaz announces Rs150 million reward for Arshad Nadeem,https://www.thenews.com.pk/latest/1219587-pm-shehbaz-announces-rs150-million-reward-for-arshad-nadeem,THE NEWS INTERNATIONAL,"The article presents factual information about Prime Minister Shehbaz Sharif hosting a dinner for Arshad Nadeem and announcing a reward.  It uses neutral language and does not contain elements of spin, opinion presented as fact, sensationalism, mudslinging, or omission of source.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0815,New policy to waive visa fee for 126 countries comes into effect,https://www.thenews.com.pk/latest/1219580-new-policy-to-waive-visa-fee-for-126-countries-comes-into-effect,THE NEWS INTERNATIONAL,"The provided text is a news report that objectively presents information about a new visa policy.  It uses neutral language, cites a credible source (the Information Minister), and does not exhibit any signs of spin, sensationalism, mudslinging, omission of source, or opinion presented as fact.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0816,"Karachi's Dawood University VC faces gun attack, remains unscathed",https://www.thenews.com.pk/latest/1219579-karachis-dawood-university-vc-faces-gun-attack-remains-unscathed,THE NEWS INTERNATIONAL,"The article reports on an event using objective language, without sensationalism, mudslinging, or unsupported claims.  It presents the facts of a gun attack on a university vice chancellor, stating that she was unharmed. There is no indication of bias or subjective interpretation.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0817,Citizens can apply for passport from any city as govt 'moves to amend rules',https://www.thenews.com.pk/latest/1219559-citizens-can-apply-for-passport-from-any-city-as-govt-moves-to-amend-rules,THE NEWS INTERNATIONAL,"The article presents the information objectively, stating the government's plan to amend passport rules to allow applications from any city.  It cites a source and avoids subjective language or unsupported claims.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0818,Pakistan urges India to probe 'theft and illicit sale' of radioactive materials,https://www.thenews.com.pk/latest/1219564-pakistan-urges-india-to-probe-theft-and-illicit-sale-of-radioactive-materials,THE NEWS INTERNATIONAL,"The article presents factual information about Pakistan's concerns regarding reports of stolen radioactive materials in India.  It quotes a spokesperson and mentions a press briefing, indicating a source for the information. There is no evidence of spin, sensationalism, mudslinging, omission of source, or opinion presented as fact.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0819,"Cambridge announces O/A level, IGCSE exam results in Pakistan",https://www.thenews.com.pk/latest/1219554-cambridge-announces-oa-level-igcse-exam-results-in-pakistan,THE NEWS INTERNATIONAL,"The article presents factual information about the release of exam results by Cambridge International Education, without exhibiting any signs of bias such as spin, opinion statements presented as facts, sensationalism, mudslinging, or omission of source.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae081a,"CM Maryam honours Arshad Nadeem with Rs100m cash prize, car for Olympic win",https://www.thenews.com.pk/latest/1219553-cm-maryam-honours-arshad-nadeem-with-rs100m-cash-prize-car-for-olympic-win,THE NEWS INTERNATIONAL,"The article presents neutral reporting of CM Maryam Nawaz honoring Arshad Nadeem. It does not contain subjective language, unsupported claims, or sensationalism. The information is presented objectively, focusing on the event and the chief minister's actions.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae081b,JI announces fresh protests in conjunction with traders,https://www.thenews.com.pk/latest/1219544-trouble-for-govt-ji-announces-fresh-protests-in-conjunction-with-traders,THE NEWS INTERNATIONAL,"The article presents factual information about JI's announcement of protests and their leader's statement. It doesn't contain subjective language, unsupported claims, or sensationalism. The article reports on the event neutrally.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae081c,BLF terrorist 'gunned down by comrade',https://www.thenews.com.pk/latest/1219530-blf-terrorist-gunned-down-by-comrade,THE NEWS INTERNATIONAL,"The article reports on the death of a terrorist, citing a news source and security sources.  It presents the information neutrally without subjective language or unsupported claims.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae081d,Russian ambassador congratulates Pakistani nation on Independence Day,https://www.thenews.com.pk/latest/1219524-russian-ambassador-congratulates-pakistani-nation-on-independence-day,THE NEWS INTERNATIONAL,"The article presents a neutral report of the Russian ambassador's congratulatory message to Pakistan on its Independence Day.  It contains no subjective language, unsupported claims, sensationalism, mudslinging, or omission of sources. The information is presented objectively.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae081e,Karachi expected to receive light rain,https://www.thenews.com.pk/latest/1219523-karachi-expected-to-receive-light-rain-after-noon,THE NEWS INTERNATIONAL,"The article presents a weather forecast from a meteorological department, providing specific information about the expected rainfall in Karachi. It does not contain any subjective language, sensationalism, or unsubstantiated claims. The source is clearly identified as the Pakistan Meteorological Department, adding to its credibility.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae081f,Govt divides PCAA into three entities,https://www.thenews.com.pk/latest/1219518-govt-divides-pcaa-into-three-entities,THE NEWS INTERNATIONAL,"The article presents factual information regarding the restructuring of the Pakistan Civil Aviation Authority.  It cites a news source and reports the event without subjective language, opinion, or sensationalism.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0820,Suozzi extends 'Independence Day' greetings to Pakistani-Americans,https://www.thenews.com.pk/latest/1219510-suozzi-extends-independence-day-greetings-to-pakistani-americans,THE NEWS INTERNATIONAL,"The article presents a neutral report of Congressman Suozzi's Independence Day message to Pakistani-Americans. It focuses on the event itself and does not contain subjective opinions, sensational language, or unsupported claims.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0821,Panjgur DC assassinated in Balochistan's Mastung,https://www.thenews.com.pk/latest/1219443-panjgur-dc-assassinated-in-balochistans-mastung,THE NEWS INTERNATIONAL,"The article reports on the assassination of Panjgur Deputy Commissioner Zakir Baloch in a neutral and objective manner. It provides factual information about the event, including the location, date, and victim's identity.  There is no evidence of spin, sensationalism, mudslinging, omission of source, or opinion presented as fact.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0822,"Abbasi calls on COAS, CJP, politicians to 'figure out how to run country'",https://www.thenews.com.pk/latest/1219276-abbasi-calls-on-coas-cjp-politicians-to-figure-out-how-to-run-country,THE NEWS INTERNATIONAL,"The article presents a neutral report of Shahid Khaqan Abbasi's statement, without employing sensational language, subjective opinions, or unsupported claims. It focuses on objectively conveying the information, thus meeting the criteria for factual reporting.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0823,Parts of country to experience more monsoon rains from August 14,https://www.thenews.com.pk/latest/1219242-parts-of-country-to-experience-more-monsoon-rains-from-august-14,THE NEWS INTERNATIONAL,"The article presents information about predicted monsoon rains in Pakistan in a neutral and objective manner. It cites a credible source, the Pakistan Meteorological Department, and does not employ sensational language or subjective opinions.  The article simply reports the prediction without adding any personal interpretations or biases.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0824,Faisal Vawda rings alarm bells for PTI after Faiz Hamid's arrest,https://www.thenews.com.pk/latest/1219272-faisal-vawda-rings-alarm-bells-for-pti-after-faiz-hamids-arrest,THE NEWS INTERNATIONAL,The article presents factual information about the arrest of a former Inter-Services Intelligence chief.  It names sources and does not employ sensational language or subjective opinions.,1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0825,PTI seeks issuance of notification for next chief justice of Pakistan,https://www.thenews.com.pk/latest/1219260-pti-seeks-issuance-of-notification-for-next-chief-justice-of-pakistan,THE NEWS INTERNATIONAL,"The provided text presents factual information about a political party's request regarding the appointment of the next chief justice.  It reports on a statement made by a party chairman to the media, providing context and source. There is no evidence of spin, opinion presented as fact, sensationalism, mudslinging, or omission of source.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0826,Former spymaster Faiz Hamid arrested by army: ISPR,https://www.thenews.com.pk/latest/1219256-ex-spy-chief-faiz-hamid-arrested-by-army-ispr,THE NEWS INTERNATIONAL,"The article reports on the arrest of a former spymaster by the army, citing a military press release.  It presents the information in a neutral tone, without subjective language or unsupported claims. There is no evidence of spin, sensationalism, mudslinging, or omission of source. The article reports facts without presenting opinions as facts.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0827,"Sania Zehra murdered, no signs of suicide found by forensics: Punjab information minister",https://www.thenews.com.pk/latest/1219222-sania-zehra-murdered-no-signs-of-suicide-found-by-forensics-punjab-information-minister,THE NEWS INTERNATIONAL,"The article presents factual information regarding the murder case of Sania Zehra, without any clear evidence of bias. It reports the information from a credible source (Punjab Information Minister) and does not use sensational language or subjective opinions.",1,0,0,0,0,0,,,,,,
66bd18ebdd9b75b8f8ae0828,MQM-P warns of quitting coalition govt over Sindh governor issue,https://www.thenews.com.pk/latest/1219219-mqm-p-warns-of-quitting-coalition-govt-over-sindh-governor-issue,THE NEWS INTERNATIONAL,"The provided text is a news headline and a brief description of an event. It does not contain any subjective language, unsupported claims, sensationalism, mudslinging, or omission of sources.  The text objectively reports a political party's warning, mentioning a specific leader and event. There's no evidence of bias in the way the information is presented.",1,0,0,0,0,0,,,,,,
